names,reviews
벙커202, 점심시간에 맞춰서 갔는데 우리가 첫손님     매장은 무진장 넓은데 사람이 없어서 맛없는 집인가 생각이 들었음 맛은 그냥 무난한 부대찌게 맛이었음     부대찌개는 건강하지 않지만 가끔 먹으니 맛있네요  별미입니다  친절하시고 밑반찬 맛나요 메뉴판에 있는 사진이랑 너무 차이가 나는 것 아닌가 요    양이  명이 먹기엔 적지 않았으나 플레이팅에  신경을 좀 쓰셔야 할 것 같아요  잘 먹고 나왔습니다  맛 좋네요  음식 식당 모두 깔끔합니다  친절하십니다   뒷편에 주차장이 있는데 좀 지저분합니다  친절하고 맛있고 양도만아용  처음으로 방문한건데 매장이 넓고 만두부대찌개는 가성비가 저렴하고 잘먹었네요  맛좋고 양도 푸짐해요 좋아요 신랑과 간단히 저녁먹고왔네여      새로 오픈해서 깨끗하고 넓네요  부대찌개 애들이 좋아해요   저한테는 쫌 짠듯했어요  새로 생겨서 방문했는데 음식도 맛있고 친절하세용   곱창부대 별미네용 신장개업해서 저녁먹으러 와이프와 들렀는데  매장도 넓고 사장님도 친절하셨어요  조금 아쉬운건 재입맛 엔 육수간이 좀 짰어요  나름 잘 조제해서 잘먹    칼칼하니 양도 넉넉하고 맛있어요 음식이 맛있어요    포장해서 먹었는데 깔끔하고 맛있네요    기회되면 매장에서도 먹어봐야겠어요  추천합니다  양이많아요   기본하고 곱창  가지 먹었는데요 방커부대찌개 기본이 좀더 맜있어요 매장이 넓고 깨끗해요 친절하시고 음식이 맛있어요 매장은 크고 넓은데 진짜 사진이랑 다른 비주얼에 맛 도 별로에요     조미료맛만 나고 가격도 싼편도 아니 고      재방문의사는 없습니다    당면은 다섯가    굿
